year,month,date,state,county,county_code,monthly_adj_deaths,monthly_crude_rate_10k
2018,1,2018-01-01,OK,Adair,40001,16,7.245720496331854
2018,2,2018-02-01,OK,Adair,40001,20,9.057150620414816
2018,3,2018-03-01,OK,Adair,40001,15,6.792862965311112
2018,4,2018-04-01,OK,Adair,40001,14,6.340005434290372
2018,5,2018-05-01,OK,Adair,40001,1,0.4528575310207409
2018,6,2018-06-01,OK,Adair,40001,11,4.981432841228149
2018,7,2018-07-01,OK,Adair,40001,10,4.528575310207408
2018,8,2018-08-01,OK,Adair,40001,17,7.698578027352594
2018,9,2018-09-01,OK,Adair,40001,1,0.4528575310207409
2018,10,2018-10-01,OK,Adair,40001,11,4.981432841228149
2018,11,2018-11-01,OK,Adair,40001,1,0.4528575310207409
2018,12,2018-12-01,OK,Adair,40001,17,7.698578027352594
2018,1,2018-01-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,2,2018-02-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,3,2018-03-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,4,2018-04-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,5,2018-05-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,6,2018-06-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,7,2018-07-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,8,2018-08-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,9,2018-09-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,10,2018-10-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,11,2018-11-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,12,2018-12-01,OK,Alfalfa,40003,1,1.7379214459506431
2018,1,2018-01-01,OK,Atoka,40005,18,13.007660066483597
2018,2,2018-02-01,OK,Atoka,40005,1,0.7226477814713109
2018,3,2018-03-01,OK,Atoka,40005,1,0.7226477814713109
2018,4,2018-04-01,OK,Atoka,40005,1,0.7226477814713109
2018,5,2018-05-01,OK,Atoka,40005,1,0.7226477814713109
2018,6,2018-06-01,OK,Atoka,40005,1,0.7226477814713109
2018,7,2018-07-01,OK,Atoka,40005,1,0.7226477814713109
2018,8,2018-08-01,OK,Atoka,40005,10,7.2264778147131095
2018,9,2018-09-01,OK,Atoka,40005,1,0.7226477814713109
2018,10,2018-10-01,OK,Atoka,40005,1,0.7226477814713109
2018,11,2018-11-01,OK,Atoka,40005,1,0.7226477814713109
2018,12,2018-12-01,OK,Atoka,40005,1,0.7226477814713109
2018,1,2018-01-01,OK,Beaver,40007,1,1.8800526414739613
2018,2,2018-02-01,OK,Beaver,40007,1,1.8800526414739613
2018,3,2018-03-01,OK,Beaver,40007,1,1.8800526414739613
2018,4,2018-04-01,OK,Beaver,40007,1,1.8800526414739613
2018,5,2018-05-01,OK,Beaver,40007,1,1.8800526414739613
2018,6,2018-06-01,OK,Beaver,40007,1,1.8800526414739613
2018,7,2018-07-01,OK,Beaver,40007,1,1.8800526414739613
2018,8,2018-08-01,OK,Beaver,40007,1,1.8800526414739613
2018,9,2018-09-01,OK,Beaver,40007,1,1.8800526414739613
2018,10,2018-10-01,OK,Beaver,40007,1,1.8800526414739613
2018,11,2018-11-01,OK,Beaver,40007,1,1.8800526414739613
2018,12,2018-12-01,OK,Beaver,40007,1,1.8800526414739613
2018,1,2018-01-01,OK,Beckham,40009,14,6.448938228384541
2018,2,2018-02-01,OK,Beckham,40009,12,5.527661338615321
2018,3,2018-03-01,OK,Beckham,40009,11,5.067022893730711
2018,4,2018-04-01,OK,Beckham,40009,16,7.370215118153761
2018,5,2018-05-01,OK,Beckham,40009,16,7.370215118153761
2018,6,2018-06-01,OK,Beckham,40009,1,0.4606384448846101
2018,7,2018-07-01,OK,Beckham,40009,12,5.527661338615321
2018,8,2018-08-01,OK,Beckham,40009,1,0.4606384448846101
2018,9,2018-09-01,OK,Beckham,40009,17,7.830853563038371
2018,10,2018-10-01,OK,Beckham,40009,1,0.4606384448846101
2018,11,2018-11-01,OK,Beckham,40009,1,0.4606384448846101
2018,12,2018-12-01,OK,Beckham,40009,12,5.527661338615321
2018,1,2018-01-01,OK,Blaine,40011,1,1.0542962572482868
2018,2,2018-02-01,OK,Blaine,40011,1,1.0542962572482868
2018,3,2018-03-01,OK,Blaine,40011,12,12.65155508697944
2018,4,2018-04-01,OK,Blaine,40011,1,1.0542962572482868
2018,5,2018-05-01,OK,Blaine,40011,1,1.0542962572482868
2018,6,2018-06-01,OK,Blaine,40011,10,10.542962572482868
2018,7,2018-07-01,OK,Blaine,40011,1,1.0542962572482868
2018,8,2018-08-01,OK,Blaine,40011,1,1.0542962572482868
2018,9,2018-09-01,OK,Blaine,40011,1,1.0542962572482868
2018,10,2018-10-01,OK,Blaine,40011,1,1.0542962572482868
2018,11,2018-11-01,OK,Blaine,40011,1,1.0542962572482868
2018,12,2018-12-01,OK,Blaine,40011,1,1.0542962572482868
2018,1,2018-01-01,OK,Bryan,40013,39,8.264112561451093
2018,2,2018-02-01,OK,Bryan,40013,37,7.840311917274114
2018,3,2018-03-01,OK,Bryan,40013,26,5.509408374300729
2018,4,2018-04-01,OK,Bryan,40013,27,5.721308696389219
2018,5,2018-05-01,OK,Bryan,40013,28,5.933209018477708
2018,6,2018-06-01,OK,Bryan,40013,20,4.238006441769792
2018,7,2018-07-01,OK,Bryan,40013,22,4.661807085946771
2018,8,2018-08-01,OK,Bryan,40013,22,4.661807085946771
2018,9,2018-09-01,OK,Bryan,40013,24,5.0856077301237494
2018,10,2018-10-01,OK,Bryan,40013,29,6.145109340566198
2018,11,2018-11-01,OK,Bryan,40013,23,4.87370740803526
2018,12,2018-12-01,OK,Bryan,40013,25,5.2975080522122395
2018,1,2018-01-01,OK,Caddo,40015,30,10.353038616834041
2018,2,2018-02-01,OK,Caddo,40015,21,7.247127031783829
2018,3,2018-03-01,OK,Caddo,40015,14,4.8314180211892195
2018,4,2018-04-01,OK,Caddo,40015,22,7.59222831901163
2018,5,2018-05-01,OK,Caddo,40015,20,6.902025744556028
2018,6,2018-06-01,OK,Caddo,40015,27,9.317734755150637
2018,7,2018-07-01,OK,Caddo,40015,18,6.211823170100424
2018,8,2018-08-01,OK,Caddo,40015,20,6.902025744556028
2018,9,2018-09-01,OK,Caddo,40015,24,8.282430893467232
2018,10,2018-10-01,OK,Caddo,40015,24,8.282430893467232
2018,11,2018-11-01,OK,Caddo,40015,21,7.247127031783829
2018,12,2018-12-01,OK,Caddo,40015,17,5.866721882872623
2018,1,2018-01-01,OK,Canadian,40017,68,4.707609019225044
2018,2,2018-02-01,OK,Canadian,40017,52,3.5999363088191516
2018,3,2018-03-01,OK,Canadian,40017,62,4.292231752822834
2018,4,2018-04-01,OK,Canadian,40017,60,4.153772664022098
2018,5,2018-05-01,OK,Canadian,40017,66,4.569149930424308
2018,6,2018-06-01,OK,Canadian,40017,53,3.66916585321952
2018,7,2018-07-01,OK,Canadian,40017,45,3.1153294980165733
2018,8,2018-08-01,OK,Canadian,40017,54,3.7383953976198883
2018,9,2018-09-01,OK,Canadian,40017,50,3.461477220018415
2018,10,2018-10-01,OK,Canadian,40017,65,4.499920386023939
2018,11,2018-11-01,OK,Canadian,40017,61,4.223002208422466
2018,12,2018-12-01,OK,Canadian,40017,71,4.915297652426149
2018,1,2018-01-01,OK,Carter,40019,38,7.887581210951284
2018,2,2018-02-01,OK,Carter,40019,32,6.642173651327397
2018,3,2018-03-01,OK,Carter,40019,24,4.981630238495548
2018,4,2018-04-01,OK,Carter,40019,31,6.434605724723416
2018,5,2018-05-01,OK,Carter,40019,28,5.811901944911472
2018,6,2018-06-01,OK,Carter,40019,27,5.60433401830749
2018,7,2018-07-01,OK,Carter,40019,29,6.019469871515453
2018,8,2018-08-01,OK,Carter,40019,26,5.39676609170351
2018,9,2018-09-01,OK,Carter,40019,30,6.227037798119435
2018,10,2018-10-01,OK,Carter,40019,23,4.774062311891567
2018,11,2018-11-01,OK,Carter,40019,30,6.227037798119435
2018,12,2018-12-01,OK,Carter,40019,31,6.434605724723416
2018,1,2018-01-01,OK,Cherokee,40021,25,5.136106831022086
2018,2,2018-02-01,OK,Cherokee,40021,33,6.779661016949153
2018,3,2018-03-01,OK,Cherokee,40021,33,6.779661016949153
2018,4,2018-04-01,OK,Cherokee,40021,24,4.9306625577812015
2018,5,2018-05-01,OK,Cherokee,40021,27,5.546995377503852
2018,6,2018-06-01,OK,Cherokee,40021,22,4.519774011299435
2018,7,2018-07-01,OK,Cherokee,40021,26,5.341551104262968
2018,8,2018-08-01,OK,Cherokee,40021,27,5.546995377503852
2018,9,2018-09-01,OK,Cherokee,40021,20,4.108885464817669
2018,10,2018-10-01,OK,Cherokee,40021,28,5.752439650744736
2018,11,2018-11-01,OK,Cherokee,40021,23,4.725218284540318
2018,12,2018-12-01,OK,Cherokee,40021,25,5.136106831022086
2018,1,2018-01-01,OK,Choctaw,40023,13,8.86283065175893
2018,2,2018-02-01,OK,Choctaw,40023,13,8.86283065175893
2018,3,2018-03-01,OK,Choctaw,40023,10,6.817562039814562
2018,4,2018-04-01,OK,Choctaw,40023,1,0.6817562039814562
2018,5,2018-05-01,OK,Choctaw,40023,11,7.499318243796018
2018,6,2018-06-01,OK,Choctaw,40023,11,7.499318243796018
2018,7,2018-07-01,OK,Choctaw,40023,10,6.817562039814562
2018,8,2018-08-01,OK,Choctaw,40023,12,8.181074447777474
2018,9,2018-09-01,OK,Choctaw,40023,11,7.499318243796018
2018,10,2018-10-01,OK,Choctaw,40023,1,0.6817562039814562
2018,11,2018-11-01,OK,Choctaw,40023,10,6.817562039814562
2018,12,2018-12-01,OK,Choctaw,40023,14,9.544586855740388
2018,1,2018-01-01,OK,Cimarron,40025,1,4.644681839294009
2018,2,2018-02-01,OK,Cimarron,40025,1,4.644681839294009
2018,3,2018-03-01,OK,Cimarron,40025,1,4.644681839294009
2018,4,2018-04-01,OK,Cimarron,40025,1,4.644681839294009
2018,5,2018-05-01,OK,Cimarron,40025,1,4.644681839294009
2018,6,2018-06-01,OK,Cimarron,40025,1,4.644681839294009
2018,7,2018-07-01,OK,Cimarron,40025,1,4.644681839294009
2018,8,2018-08-01,OK,Cimarron,40025,0,0
2018,9,2018-09-01,OK,Cimarron,40025,0,0
2018,10,2018-10-01,OK,Cimarron,40025,0,0
2018,11,2018-11-01,OK,Cimarron,40025,1,4.644681839294009
2018,12,2018-12-01,OK,Cimarron,40025,0,0
2018,1,2018-01-01,OK,Cleveland,40027,146,5.183389013345451
2018,2,2018-02-01,OK,Cleveland,40027,102,3.6212717764468225
2018,3,2018-03-01,OK,Cleveland,40027,94,3.3372504606470716
2018,4,2018-04-01,OK,Cleveland,40027,94,3.3372504606470716
2018,5,2018-05-01,OK,Cleveland,40027,69,2.44968384877285
2018,6,2018-06-01,OK,Cleveland,40027,79,2.8047104935225393
2018,7,2018-07-01,OK,Cleveland,40027,101,3.5857691119718536
2018,8,2018-08-01,OK,Cleveland,40027,113,4.01180108567148
2018,9,2018-09-01,OK,Cleveland,40027,84,2.9822238158973833
2018,10,2018-10-01,OK,Cleveland,40027,112,3.976298421196511
2018,11,2018-11-01,OK,Cleveland,40027,112,3.976298421196511
2018,12,2018-12-01,OK,Cleveland,40027,125,4.437833059371106
2018,1,2018-01-01,OK,Coal,40029,1,1.8115942028985508
2018,2,2018-02-01,OK,Coal,40029,1,1.8115942028985508
2018,3,2018-03-01,OK,Coal,40029,1,1.8115942028985508
2018,4,2018-04-01,OK,Coal,40029,1,1.8115942028985508
2018,5,2018-05-01,OK,Coal,40029,1,1.8115942028985508
2018,6,2018-06-01,OK,Coal,40029,1,1.8115942028985508
2018,7,2018-07-01,OK,Coal,40029,1,1.8115942028985508
2018,8,2018-08-01,OK,Coal,40029,1,1.8115942028985508
2018,9,2018-09-01,OK,Coal,40029,1,1.8115942028985508
2018,10,2018-10-01,OK,Coal,40029,1,1.8115942028985508
2018,11,2018-11-01,OK,Coal,40029,1,1.8115942028985508
2018,12,2018-12-01,OK,Coal,40029,1,1.8115942028985508
2018,1,2018-01-01,OK,Comanche,40031,69,5.729850027403631
2018,2,2018-02-01,OK,Comanche,40031,65,5.397684808423709
2018,3,2018-03-01,OK,Comanche,40031,54,4.484230456228929
2018,4,2018-04-01,OK,Comanche,40031,51,4.235106541993988
2018,5,2018-05-01,OK,Comanche,40031,56,4.650313065718889
2018,6,2018-06-01,OK,Comanche,40031,54,4.484230456228929
2018,7,2018-07-01,OK,Comanche,40031,44,3.653817408779127
2018,8,2018-08-01,OK,Comanche,40031,52,4.3181478467389685
2018,9,2018-09-01,OK,Comanche,40031,54,4.484230456228929
2018,10,2018-10-01,OK,Comanche,40031,44,3.653817408779127
2018,11,2018-11-01,OK,Comanche,40031,62,5.14856089418877
2018,12,2018-12-01,OK,Comanche,40031,55,4.567271760973909
2018,1,2018-01-01,OK,Cotton,40033,1,1.7313019390581716
2018,2,2018-02-01,OK,Cotton,40033,1,1.7313019390581716
2018,3,2018-03-01,OK,Cotton,40033,1,1.7313019390581716
2018,4,2018-04-01,OK,Cotton,40033,1,1.7313019390581716
2018,5,2018-05-01,OK,Cotton,40033,1,1.7313019390581716
2018,6,2018-06-01,OK,Cotton,40033,1,1.7313019390581716
2018,7,2018-07-01,OK,Cotton,40033,1,1.7313019390581716
2018,8,2018-08-01,OK,Cotton,40033,1,1.7313019390581716
2018,9,2018-09-01,OK,Cotton,40033,0,0
2018,10,2018-10-01,OK,Cotton,40033,1,1.7313019390581716
2018,11,2018-11-01,OK,Cotton,40033,1,1.7313019390581716
2018,12,2018-12-01,OK,Cotton,40033,1,1.7313019390581716
2018,1,2018-01-01,OK,Craig,40035,11,7.689081504263945
2018,2,2018-02-01,OK,Craig,40035,10,6.990074094785404
2018,3,2018-03-01,OK,Craig,40035,12,8.388088913742486
2018,4,2018-04-01,OK,Craig,40035,1,0.6990074094785405
2018,5,2018-05-01,OK,Craig,40035,1,0.6990074094785405
2018,6,2018-06-01,OK,Craig,40035,1,0.6990074094785405
2018,7,2018-07-01,OK,Craig,40035,1,0.6990074094785405
2018,8,2018-08-01,OK,Craig,40035,1,0.6990074094785405
2018,9,2018-09-01,OK,Craig,40035,10,6.990074094785404
2018,10,2018-10-01,OK,Craig,40035,12,8.388088913742486
2018,11,2018-11-01,OK,Craig,40035,1,0.6990074094785405
2018,12,2018-12-01,OK,Craig,40035,16,11.184118551656647
2018,1,2018-01-01,OK,Creek,40037,41,5.725937098486118
2018,2,2018-02-01,OK,Creek,40037,44,6.144908105692419
2018,3,2018-03-01,OK,Creek,40037,53,7.401821127311323
2018,4,2018-04-01,OK,Creek,40037,45,6.284565108094521
2018,5,2018-05-01,OK,Creek,40037,33,4.6086810792693145
2018,6,2018-06-01,OK,Creek,40037,31,4.329367074465114
2018,7,2018-07-01,OK,Creek,40037,43,6.005251103290319
2018,8,2018-08-01,OK,Creek,40037,36,5.027652086475616
2018,9,2018-09-01,OK,Creek,40037,31,4.329367074465114
2018,10,2018-10-01,OK,Creek,40037,37,5.167309088877716
2018,11,2018-11-01,OK,Creek,40037,47,6.563879112898721
2018,12,2018-12-01,OK,Creek,40037,43,6.005251103290319
2018,1,2018-01-01,OK,Custer,40039,27,9.298801487808237
2018,2,2018-02-01,OK,Custer,40039,22,7.576801212288194
2018,3,2018-03-01,OK,Custer,40039,14,4.821600771456124
2018,4,2018-04-01,OK,Custer,40039,1,0.3444000551040088
2018,5,2018-05-01,OK,Custer,40039,19,6.543601046976168
2018,6,2018-06-01,OK,Custer,40039,20,6.888001102080176
2018,7,2018-07-01,OK,Custer,40039,17,5.85480093676815
2018,8,2018-08-01,OK,Custer,40039,20,6.888001102080176
2018,9,2018-09-01,OK,Custer,40039,14,4.821600771456124
2018,10,2018-10-01,OK,Custer,40039,16,5.5104008816641405
2018,11,2018-11-01,OK,Custer,40039,22,7.576801212288194
2018,12,2018-12-01,OK,Custer,40039,24,8.265601322496211
2018,1,2018-01-01,OK,Delaware,40041,32,7.488357943509699
2018,2,2018-02-01,OK,Delaware,40041,35,8.190391500713734
2018,3,2018-03-01,OK,Delaware,40041,27,6.318302014836309
2018,4,2018-04-01,OK,Delaware,40041,26,6.084290829101631
2018,5,2018-05-01,OK,Delaware,40041,29,6.786324386305665
2018,6,2018-06-01,OK,Delaware,40041,29,6.786324386305665
2018,7,2018-07-01,OK,Delaware,40041,29,6.786324386305665
2018,8,2018-08-01,OK,Delaware,40041,21,4.914234900428241
2018,9,2018-09-01,OK,Delaware,40041,29,6.786324386305665
2018,10,2018-10-01,OK,Delaware,40041,35,8.190391500713734
2018,11,2018-11-01,OK,Delaware,40041,31,7.254346757775021
2018,12,2018-12-01,OK,Delaware,40041,32,7.488357943509699
2018,1,2018-01-01,OK,Dewey,40043,1,2.043318348998774
2018,2,2018-02-01,OK,Dewey,40043,1,2.043318348998774
2018,3,2018-03-01,OK,Dewey,40043,1,2.043318348998774
2018,4,2018-04-01,OK,Dewey,40043,1,2.043318348998774
2018,5,2018-05-01,OK,Dewey,40043,1,2.043318348998774
2018,6,2018-06-01,OK,Dewey,40043,1,2.043318348998774
2018,7,2018-07-01,OK,Dewey,40043,1,2.043318348998774
2018,8,2018-08-01,OK,Dewey,40043,1,2.043318348998774
2018,9,2018-09-01,OK,Dewey,40043,1,2.043318348998774
2018,10,2018-10-01,OK,Dewey,40043,1,2.043318348998774
2018,11,2018-11-01,OK,Dewey,40043,1,2.043318348998774
2018,12,2018-12-01,OK,Dewey,40043,1,2.043318348998774
2018,1,2018-01-01,OK,Ellis,40045,1,2.5303643724696356
2018,2,2018-02-01,OK,Ellis,40045,1,2.5303643724696356
2018,3,2018-03-01,OK,Ellis,40045,1,2.5303643724696356
2018,4,2018-04-01,OK,Ellis,40045,1,2.5303643724696356
2018,5,2018-05-01,OK,Ellis,40045,1,2.5303643724696356
2018,6,2018-06-01,OK,Ellis,40045,1,2.5303643724696356
2018,7,2018-07-01,OK,Ellis,40045,0,0
2018,8,2018-08-01,OK,Ellis,40045,1,2.5303643724696356
2018,9,2018-09-01,OK,Ellis,40045,1,2.5303643724696356
2018,10,2018-10-01,OK,Ellis,40045,1,2.5303643724696356
2018,11,2018-11-01,OK,Ellis,40045,1,2.5303643724696356
2018,12,2018-12-01,OK,Ellis,40045,1,2.5303643724696356
2018,1,2018-01-01,OK,Garfield,40047,40,6.566742731436639
2018,2,2018-02-01,OK,Garfield,40047,43,7.059248436294387
2018,3,2018-03-01,OK,Garfield,40047,36,5.910068458292975
2018,4,2018-04-01,OK,Garfield,40047,37,6.07423702657889
2018,5,2018-05-01,OK,Garfield,40047,37,6.07423702657889
2018,6,2018-06-01,OK,Garfield,40047,40,6.566742731436639
2018,7,2018-07-01,OK,Garfield,40047,36,5.910068458292975
2018,8,2018-08-01,OK,Garfield,40047,39,6.402574163150724
2018,9,2018-09-01,OK,Garfield,40047,30,4.92505704857748
2018,10,2018-10-01,OK,Garfield,40047,36,5.910068458292975
2018,11,2018-11-01,OK,Garfield,40047,46,7.551754141152135
2018,12,2018-12-01,OK,Garfield,40047,25,4.1042142071478995
2018,1,2018-01-01,OK,Garvin,40049,28,10.067958721369243
2018,2,2018-02-01,OK,Garvin,40049,19,6.831829132357701
2018,3,2018-03-01,OK,Garvin,40049,19,6.831829132357701
2018,4,2018-04-01,OK,Garvin,40049,26,9.348818812700012
2018,5,2018-05-01,OK,Garvin,40049,14,5.033979360684621
2018,6,2018-06-01,OK,Garvin,40049,15,5.393549315019237
2018,7,2018-07-01,OK,Garvin,40049,23,8.270108949696162
2018,8,2018-08-01,OK,Garvin,40049,17,6.112689223688469
2018,9,2018-09-01,OK,Garvin,40049,18,6.4722591780230845
2018,10,2018-10-01,OK,Garvin,40049,21,7.550969041026932
2018,11,2018-11-01,OK,Garvin,40049,17,6.112689223688469
2018,12,2018-12-01,OK,Garvin,40049,19,6.831829132357701
2018,1,2018-01-01,OK,Grady,40051,46,8.280679015679285
2018,2,2018-02-01,OK,Grady,40051,29,5.220428075102158
2018,3,2018-03-01,OK,Grady,40051,30,5.400442836312577
2018,4,2018-04-01,OK,Grady,40051,31,5.580457597522996
2018,5,2018-05-01,OK,Grady,40051,33,5.940487119943835
2018,6,2018-06-01,OK,Grady,40051,31,5.580457597522996
2018,7,2018-07-01,OK,Grady,40051,24,4.320354269050062
2018,8,2018-08-01,OK,Grady,40051,27,4.86039855268132
2018,9,2018-09-01,OK,Grady,40051,34,6.120501881154254
2018,10,2018-10-01,OK,Grady,40051,20,3.600295224208385
2018,11,2018-11-01,OK,Grady,40051,27,4.86039855268132
2018,12,2018-12-01,OK,Grady,40051,21,3.7803099854188043
2018,1,2018-01-01,OK,Grant,40053,1,2.311604253351826
2018,2,2018-02-01,OK,Grant,40053,1,2.311604253351826
2018,3,2018-03-01,OK,Grant,40053,1,2.311604253351826
2018,4,2018-04-01,OK,Grant,40053,1,2.311604253351826
2018,5,2018-05-01,OK,Grant,40053,1,2.311604253351826
2018,6,2018-06-01,OK,Grant,40053,0,0
2018,7,2018-07-01,OK,Grant,40053,1,2.311604253351826
2018,8,2018-08-01,OK,Grant,40053,1,2.311604253351826
2018,9,2018-09-01,OK,Grant,40053,1,2.311604253351826
2018,10,2018-10-01,OK,Grant,40053,0,0
2018,11,2018-11-01,OK,Grant,40053,1,2.311604253351826
2018,12,2018-12-01,OK,Grant,40053,1,2.311604253351826
2018,1,2018-01-01,OK,Greer,40055,1,1.7179178835251676
2018,2,2018-02-01,OK,Greer,40055,1,1.7179178835251676
2018,3,2018-03-01,OK,Greer,40055,1,1.7179178835251676
2018,4,2018-04-01,OK,Greer,40055,1,1.7179178835251676
2018,5,2018-05-01,OK,Greer,40055,1,1.7179178835251676
2018,6,2018-06-01,OK,Greer,40055,1,1.7179178835251676
2018,7,2018-07-01,OK,Greer,40055,1,1.7179178835251676
2018,8,2018-08-01,OK,Greer,40055,1,1.7179178835251676
2018,9,2018-09-01,OK,Greer,40055,1,1.7179178835251676
2018,10,2018-10-01,OK,Greer,40055,0,0
2018,11,2018-11-01,OK,Greer,40055,1,1.7179178835251676
2018,12,2018-12-01,OK,Greer,40055,1,1.7179178835251676
2018,1,2018-01-01,OK,Harmon,40057,1,3.7537537537537538
2018,2,2018-02-01,OK,Harmon,40057,1,3.7537537537537538
2018,3,2018-03-01,OK,Harmon,40057,0,0
2018,4,2018-04-01,OK,Harmon,40057,1,3.7537537537537538
2018,5,2018-05-01,OK,Harmon,40057,1,3.7537537537537538
2018,6,2018-06-01,OK,Harmon,40057,1,3.7537537537537538
2018,7,2018-07-01,OK,Harmon,40057,1,3.7537537537537538
2018,8,2018-08-01,OK,Harmon,40057,0,0
2018,9,2018-09-01,OK,Harmon,40057,0,0
2018,10,2018-10-01,OK,Harmon,40057,1,3.7537537537537538
2018,11,2018-11-01,OK,Harmon,40057,1,3.7537537537537538
2018,12,2018-12-01,OK,Harmon,40057,1,3.7537537537537538
2018,1,2018-01-01,OK,Harper,40059,1,2.633658151171978
2018,2,2018-02-01,OK,Harper,40059,1,2.633658151171978
2018,3,2018-03-01,OK,Harper,40059,1,2.633658151171978
2018,4,2018-04-01,OK,Harper,40059,1,2.633658151171978
2018,5,2018-05-01,OK,Harper,40059,1,2.633658151171978
2018,6,2018-06-01,OK,Harper,40059,1,2.633658151171978
2018,7,2018-07-01,OK,Harper,40059,1,2.633658151171978
2018,8,2018-08-01,OK,Harper,40059,1,2.633658151171978
2018,9,2018-09-01,OK,Harper,40059,0,0
2018,10,2018-10-01,OK,Harper,40059,1,2.633658151171978
2018,11,2018-11-01,OK,Harper,40059,1,2.633658151171978
2018,12,2018-12-01,OK,Harper,40059,1,2.633658151171978
2018,1,2018-01-01,OK,Haskell,40061,1,0.7893905904641616
2018,2,2018-02-01,OK,Haskell,40061,12,9.472687085569941
2018,3,2018-03-01,OK,Haskell,40061,10,7.893905904641617
2018,4,2018-04-01,OK,Haskell,40061,1,0.7893905904641616
2018,5,2018-05-01,OK,Haskell,40061,1,0.7893905904641616
2018,6,2018-06-01,OK,Haskell,40061,1,0.7893905904641616
2018,7,2018-07-01,OK,Haskell,40061,1,0.7893905904641616
2018,8,2018-08-01,OK,Haskell,40061,1,0.7893905904641616
2018,9,2018-09-01,OK,Haskell,40061,1,0.7893905904641616
2018,10,2018-10-01,OK,Haskell,40061,1,0.7893905904641616
2018,11,2018-11-01,OK,Haskell,40061,1,0.7893905904641616
2018,12,2018-12-01,OK,Haskell,40061,1,0.7893905904641616
2018,1,2018-01-01,OK,Hughes,40063,13,9.74878140232471
2018,2,2018-02-01,OK,Hughes,40063,1,0.7499062617172854
2018,3,2018-03-01,OK,Hughes,40063,1,0.7499062617172854
2018,4,2018-04-01,OK,Hughes,40063,12,8.998875140607424
2018,5,2018-05-01,OK,Hughes,40063,1,0.7499062617172854
2018,6,2018-06-01,OK,Hughes,40063,10,7.499062617172854
2018,7,2018-07-01,OK,Hughes,40063,11,8.248968878890139
2018,8,2018-08-01,OK,Hughes,40063,11,8.248968878890139
2018,9,2018-09-01,OK,Hughes,40063,1,0.7499062617172854
2018,10,2018-10-01,OK,Hughes,40063,13,9.74878140232471
2018,11,2018-11-01,OK,Hughes,40063,1,0.7499062617172854
2018,12,2018-12-01,OK,Hughes,40063,10,7.499062617172854
2018,1,2018-01-01,OK,Jackson,40065,17,6.813900356727725
2018,2,2018-02-01,OK,Jackson,40065,19,7.615535692813339
2018,3,2018-03-01,OK,Jackson,40065,19,7.615535692813339
2018,4,2018-04-01,OK,Jackson,40065,1,0.40081766804280733
2018,5,2018-05-01,OK,Jackson,40065,19,7.615535692813339
2018,6,2018-06-01,OK,Jackson,40065,12,4.809812016513688
2018,7,2018-07-01,OK,Jackson,40065,12,4.809812016513688
2018,8,2018-08-01,OK,Jackson,40065,1,0.40081766804280733
2018,9,2018-09-01,OK,Jackson,40065,16,6.413082688684917
2018,10,2018-10-01,OK,Jackson,40065,16,6.413082688684917
2018,11,2018-11-01,OK,Jackson,40065,12,4.809812016513688
2018,12,2018-12-01,OK,Jackson,40065,16,6.413082688684917
2018,1,2018-01-01,OK,Jefferson,40067,1,1.6331863465621428
2018,2,2018-02-01,OK,Jefferson,40067,1,1.6331863465621428
2018,3,2018-03-01,OK,Jefferson,40067,1,1.6331863465621428
2018,4,2018-04-01,OK,Jefferson,40067,1,1.6331863465621428
2018,5,2018-05-01,OK,Jefferson,40067,1,1.6331863465621428
2018,6,2018-06-01,OK,Jefferson,40067,1,1.6331863465621428
2018,7,2018-07-01,OK,Jefferson,40067,1,1.6331863465621428
2018,8,2018-08-01,OK,Jefferson,40067,1,1.6331863465621428
2018,9,2018-09-01,OK,Jefferson,40067,1,1.6331863465621428
2018,10,2018-10-01,OK,Jefferson,40067,1,1.6331863465621428
2018,11,2018-11-01,OK,Jefferson,40067,1,1.6331863465621428
2018,12,2018-12-01,OK,Jefferson,40067,1,1.6331863465621428
2018,1,2018-01-01,OK,Johnston,40069,1,0.9133254178463787
2018,2,2018-02-01,OK,Johnston,40069,1,0.9133254178463787
2018,3,2018-03-01,OK,Johnston,40069,12,10.959905014156545
2018,4,2018-04-01,OK,Johnston,40069,1,0.9133254178463787
2018,5,2018-05-01,OK,Johnston,40069,1,0.9133254178463787
2018,6,2018-06-01,OK,Johnston,40069,1,0.9133254178463787
2018,7,2018-07-01,OK,Johnston,40069,10,9.133254178463787
2018,8,2018-08-01,OK,Johnston,40069,1,0.9133254178463787
2018,9,2018-09-01,OK,Johnston,40069,1,0.9133254178463787
2018,10,2018-10-01,OK,Johnston,40069,1,0.9133254178463787
2018,11,2018-11-01,OK,Johnston,40069,1,0.9133254178463787
2018,12,2018-12-01,OK,Johnston,40069,1,0.9133254178463787
2018,1,2018-01-01,OK,Kay,40071,30,6.793324426530196
